"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"1133","Nick Schurmans","120","0","Benelux","BE","1916","4","1","1","0","0","23","3","1","67","0","17","166026"
"1134","Guillaume Blaimont","120","0","Benelux","BE","3885","6","0","1","0","0","10","1","1","113","1","1","43362"
"1135","Gonzalo Perez","120","0","Hispanoamérica","AR","2069","6","0","1","0","0","10","2","1","47","0","12","339210"
"1136","Raúl Suárez López","120","0","Iberia","ES","2514","6","0","1","0","0","14","3","1","52","0","12","265075"
"1137","Damien Loté","120","0","France","FR","2280","12","0","2","0","0","7","2","2","100","1","7","309186"
"1138","Djioann Paillé","120","0","France","FR","1728","14","0","3","0","0","94","7","2","196","0","19","443364"
"1139","Javier Fernandez7","120","0","Iberia","ES","1793","21","0","2","0","0","19","4","2","63","0","10","418974"
"1140","Alessio Carrera","120","0","DE-AT-CH","CH","2102","21","0","3","0","0","63","5","3","167","0","18","369955"
"1141","Lukas Heeb","120","0","DE-AT-CH","CH","1590","21","0","3","0","0","70","5","3","169","0","18","353707"
"1142","Peter Johansen3","119","0","Scandinavia","DK","2112","7","1","2","66","1","31","3","1","192","0","17","383846"
"1143","Brett Smith5","119","0","Australia/NZ","AU","1410","3","1","1","1","0","4","4","1","67","0","9","340058"
"1144","Renzo Uylenbroeck","119","0","Benelux","BE","3091","6","0","1","0","0","20","2","1","105","0","3","508107"
"1145","Senne Lanssens","119","0","Benelux","BE","2150","6","0","1","0","0","38","3","1","109","0","3","529731"
"1146","Markus Römer","119","0","DE-AT-CH","DE","3158","7","0","1","0","0","3","2","1","83","0","13","159021"
"1147","Jamie Southwell","118","0","UK and I","GB","1816","12","1","2","0","1","9","6","2","55","0","10","503030"
"1148","Marcellus Breuning","118","0","Texas","US","1767","4","1","1","0","0","1","3","1","44","0","5","236388"
"1149","EJ O'Donnell-Lines","118","0","Midwest","US","3219","5","1","1","0","0","32","3","1","108","0","16","346065"
"1150","Ivan Iglesias Bregon","118","0","Iberia","ES","2341","18","1","4","0","0","46","3","4","199","0","21","410832"
"1151","Zachery Robinson","118","0","Mid-South","US","2396","6","0","1","0","0","18","2","1","101","0","9","218615"
"1152","Javier Berenguel","118","0","Iberia","ES","4039","7","0","1","0","0","7","1","1","96","0","6","409726"
"1153","Abel Sallán","118","0","Iberia","ES","4581","7","0","1","0","0","16","2","1","99","0","6","372757"
"1154","Cedrik Nebelsiek","118","0","DE-AT-CH","DE","6899","11","0","1","0","0","15","1","1","54","0","12","207171"
"1155","Manuel Sudau","118","0","DE-AT-CH","CH","5739","11","0","1","0","0","18","1","1","54","0","12","189437"
"1156","David A. Lopez","118","0","Hispanoamérica","AR","1732","11","0","2","0","0","19","4","2","80","0","11","406736"
"1157","Walter Godoy","118","0","Hispanoamérica","AR","1997","11","0","2","0","0","20","3","2","67","0","11","424359"
"1158","Matias Ignacio Perales","118","0","Hispanoamérica","AR","2159","13","0","2","0","0","29","2","2","86","0","21","272221"
"1159","Jac Poncelet2","118","0","UK and I","GB","1515","14","0","2","0","0","28","4","2","107","0","8","483293"
"1160","Daniel Spicer","118","0","UK and I","GB","2501","14","0","2","0","0","50","2","2","151","0","8","315786"
"1161","Michael Jigg","118","0","DE-AT-CH","DE","1606","16","0","3","0","0","19","5","2","94","0","14","431432"
"1162","Kevin Doublier","118","0","France","SG","1421","17","0","2","0","0","16","5","2","109","0","7","302355"
"1163","Jarrod Farrawell","117","0","Australia/NZ","AU","1838","3","1","1","1","0","14","4","1","75","0","16","179874"
"1164","Stefan Mccartain","117","0","Australia/NZ","NZ","2341","3","1","1","0","0","21","2","1","111","0","16","233243"
"1165","Marc Kneifl","117","0","DE-AT-CH","DE","1982","4","1","1","8","0","25","4","1","89","0","3","378859"
"1166","Maik Sulzbacher","117","0","DE-AT-CH","DE","2520","4","1","1","0","0","34","3","1","82","0","3","387459"
"1167","Pedro Bragança","117","0","Iberia","PT","1557","15","0","3","0","0","56","4","3","234","0","15","149607"
"1168","David Malnuit Dit Cerre","117","0","France","FR","1699","16","0","2","0","0","21","5","2","71","0","20","391011"
"1169","Matthieu ROY","117","0","France","FR","2450","16","0","2","0","0","34","4","2","117","0","20","540342"
"1170","Sergio Sousa","117","0","Iberia","PT","1218","26","0","5","0","0","93","6","4","223","0","25","68297"
"1171","Jeff Hibberd","116","0","UK and I","GB","2084","3","1","1","0","0","6","4","1","89","0","18","179073"
"1172","Tom Rushforth","116","0","UK and I","GB","3039","3","1","1","0","0","12","2","1","104","0","18","329493"
"1173","Sébastien Daoudal","116","0","France","FR","2871","5","1","1","0","0","6","2","1","63","0","14","456225"
"1174","Thomas Brown10","116","0","UK and I","GB","2166","14","1","2","0","0","33","4","2","122","0","5","365890"
"1175","Gilles Le Blanc","116","0","Canada","NL","4035","6","0","1","0","0","8","1","1","35","0","9","242569"
"1176","Dean Cox","116","0","UK and I","GB","2279","7","0","1","0","0","6","3","1","54","0","16","291502"
"1177","Diego Lackinger","116","0","Hispanoamérica","AR","1626","16","0","2","0","0","17","3","2","116","0","19","340013"
"1178","Jose Maria Quintana","116","0","Iberia","ES","1729","23","0","3","0","0","19","3","3","176","1","23","342749"
"1179","Albert Blanc Agenjo","115","0","Iberia","ES","2496","4","1","1","0","0","1","6","1","27","0","14","197376"
"1180","Manuel Ordiz M","115","0","Iberia","ES","1421","7","1","2","0","0","50","5","2","179","0","7","545109"
"1181","Alvaro Perez4","115","0","Iberia","ES","1431","7","1","2","1","0","75","5","2","177","0","7","325968"
"1182","Ruben Sanchez Plaza","115","0","Iberia","ES","2345","13","1","2","1","0","6","3","2","38","0","11","337625"
"1183","Miguel Ángel Aranda Martínez","115","0","Iberia","ES","2260","13","1","2","1","0","23","3","2","152","0","11","268248"
"1184","Forrest Bullen","115","0","Mid-South","US","1911","26","1","3","0","0","21","5","3","145","0","26","336569"
"1185","Jonathan Robberechts","115","0","Benelux","BE","2752","8","0","1","0","0","5","2","1","36","0","2","380577"
"1186","Christian Olsson","115","0","Scandinavia","SE","2454","8","0","1","0","0","8","2","1","54","0","16","45464"
"1187","Bruno Aguirre","115","0","France","FR","2927","8","0","1","0","0","8","2","1","64","0","2","262443"
"1188","Sebastian Rios2","115","0","Hispanoamérica","CO","1996","24","0","3","0","0","48","5","3","114","0","21","448309"
"1189","Cyril Bergeret","114","0","France","FR","2189","5","1","1","1","0","4","2","1","44","0","6","337736"
"1190","Stéphane MOREL","114","0","France","FR","1701","5","1","1","0","0","18","3","1","85","0","6","339924"
"1191","Jùlien Jean","114","0","France","FR","2724","5","1","1","0","0","18","2","1","84","0","6","355920"
"1192","Gorka Barron","114","0","Iberia","ES","3496","10","0","2","0","0","5","1","1","54","0","9","196623"
"1193","Noel Caceres","114","0","Iberia","ES","2819","10","0","2","0","0","6","2","1","63","0","9","156721"
"1194","Georgie Trepczyk","114","0","UK and I","GB","1528","10","0","2","0","0","51","6","2","103","0","13","307960"
"1195","Israel Mateo","114","0","Iberia","ES","1333","17","0","2","0","0","17","6","2","125","0","14","403106"
"1196","Jonny Brighton","114","0","UK and I","GB","2712","17","0","2","0","0","18","2","2","82","0","8","144885"
"1197","Bright O Osemwegie","114","0","UK and I","GB","3116","17","0","2","0","0","18","2","2","89","0","8","470593"
"1198","Dhruv Suji","114","0","UK and I","GB","2812","17","0","2","0","0","22","2","2","80","0","8","144888"
"1199","José Naranjo Granado","114","0","Iberia","ES","1269","19","0","2","0","0","73","7","2","185","0","24","358371"
"1200","Dave Peterson","114","0","Mid-South","US","2214","24","0","3","0","0","21","3","3","144","0","17","16570"
"1201","Don Bowden","114","0","California Club","US","1654","24","0","3","0","0","22","3","3","151","0","17","15401"
"1202","Charles G Presley","113","0","Florida","US","2611","1","1","1","46","1","5","3","1","51","1","1","491575"
"1203","Leif Weichel","113","0","Scandinavia","DK","3295","1","1","1","40","1","7","4","1","47","1","1","534141"
"1204","Nico Buddy Kambartel","113","0","DE-AT-CH","DE","2174","5","1","1","2","0","14","4","1","106","1","1","434066"
"1205","Wojciech Moren","113","0","Central-Eastern Europe","PL","2436","22","1","2","0","0","37","3","2","134","0","17","384146"
"1206","Tomonori Kajitani","113","0","Japan","JP","4416","6","0","1","0","0","2","2","1","30","0","4","320769"
"1207","Mineo Yusuke","113","0","Japan","JP","3500","6","0","1","0","0","6","2","1","32","0","4","333049"
"1208","Murray Walpole","113","0","Australia/NZ","AU","2941","9","0","1","0","0","10","2","1","40","0","14","218048"
"1209","Thomas Wiik","113","0","Scandinavia","DK","3438","13","0","2","0","0","14","1","2","117","0","13","395795"
"1210","Francesco Stortoni","113","0","Italy","IT","1829","16","0","2","0","0","24","3","2","75","0","19","244449"
"1211","Francesco Antonicelli","113","0","Italy","IT","2596","16","0","2","0","0","41","3","2","129","0","19","425464"
"1212","Alexander Lomiak","113","0","DE-AT-CH","DE","2357","18","0","3","0","0","6","3","2","96","0","24","390677"
"1213","Jens Bauckhage","113","0","DE-AT-CH","DE","2924","18","0","3","0","0","39","2","2","133","0","24","389497"
"1214","Nicolas Gerard","113","0","France","FR","2476","19","0","3","2","0","23","2","2","142","0","11","288088"
"1215","John Dinkel","113","0","Virginias","US","2193","19","0","2","0","0","33","5","2","116","0","20","384575"
"1216","Eric O'Connor","112","0","Indiana","US","2934","4","1","1","2","0","17","3","1","59","0","4","234969"
"1217","Zachary Sears","112","0","Carolina","US","2025","5","1","1","34","0","7","5","1","96","0","10","258954"
"1218","Paul El","112","0","UK and I","GB","2258","17","1","3","0","0","20","3","3","87","0","8","55154"
"1219","Nathan Richardson","112","0","Iberia","ES","2190","17","1","3","0","0","28","4","3","109","0","8","430517"
"1220","Daniel Edelmann","112","0","DE-AT-CH","DE","3351","7","0","1","0","0","0","2","1","106","0","7","436123"
"1221","Lucas Roeschel","112","0","DE-AT-CH","DE","2604","7","0","1","0","0","13","2","1","88","0","7","102139"
"1222","Egidijus Kukstas","112","0","UK and I","IE","2551","8","0","1","0","0","3","2","1","36","0","4","257821"
"1223","Stefan Jones","112","0","UK and I","GB","2649","8","0","1","0","0","19","2","1","62","0","4","402061"
"1224","Clifton Naranjo","112","0","Texas","US","4610","13","0","2","0","0","3","1","2","23","0","8","209817"
"1225","Josh Patterson","112","0","Pennsylvania","US","2465","13","0","2","3","0","27","3","2","145","0","15","240476"
"1226","Emil Winbo","111","0","Scandinavia","SE","2196","1","1","1","32","1","21","6","1","63","0","44","360282"
"1227","Corentin Esmanne","111","0","Benelux","BE","2724","6","0","1","0","0","39","3","1","113","0","16","308884"
"1228","Quentin Vandura","111","0","France","FR","4103","7","0","1","0","0","3","2","1","54","0","13","399332"
"1229","Matteo Frigerio","111","0","France","FR","4029","7","0","1","0","0","7","3","1","45","0","13","515884"
"1230","Jonas Hillert","111","0","DE-AT-CH","DE","3305","8","0","1","0","0","25","2","1","98","0","14","225871"
"1231","Jan Gebhardt","111","0","DE-AT-CH","DE","3526","8","0","1","0","0","32","2","1","72","0","14","431685"
"1232","Quentin erdenseN Heuchon","111","0","Benelux","BE","3571","15","0","2","0","0","9","2","2","80","0","13","366201"
"1233","Tyler Langenberg","110","0","Florida","US","1881","4","1","1","0","0","15","3","1","81","0","11","145704"
"1234","Anton Bersbo","110","0","Scandinavia","SE","1830","4","1","1","0","0","15","3","1","111","0","11","362522"
"1235","Brandon Tabone","110","0","International Club","MT","5695","8","0","1","0","0","4","1","1","76","0","12","311944"
"1236","Steven Regnier","110","0","Benelux","BE","2272","11","0","1","0","0","1","2","1","83","0","15","329299"
"1237","Liam Aherne","110","0","UK and I","GB","2029","13","0","2","0","0","25","3","2","124","0","17","353522"
"1238","Jonas Holm","110","0","Scandinavia","DK","2709","14","0","4","0","0","48","2","3","136","0","9","380511"
"1239","Max Rebensteiner","110","0","DE-AT-CH","AT","2935","18","0","2","0","0","13","2","2","102","0","8","336381"
"1240","Eric D Feick","110","0","Florida","US","2556","19","0","3","0","0","44","3","3","175","0","11","286387"
"1241","Matthias Talevski","110","0","DE-AT-CH","DE","1027","20","0","2","0","0","85","7","2","105","0","14","402305"
"1242","Wilson Esteban Correa Restrepo","110","0","Hispanoamérica","CO","1341","24","0","3","0","0","18","8","2","74","0","15","535355"
"1243","Robbie Payne","109","0","New England","US","1491","1","1","1","19","1","4","5","1","20","1","1","384144"
"1244","Darren Parker","109","0","UK and I","GB","2656","1","1","1","44","1","10","2","1","83","1","1","419538"
"1245","Jonathan Keen2","109","0","UK and I","GB","1875","2","1","1","1","0","17","3","1","49","0","21","412601"
"1246","Josh Butcher","109","0","UK and I","GB","2476","4","1","1","0","0","13","4","1","29","0","9","98041"
"1247","Patryk Szczerbinski","109","0","UK and I","GB","3163","4","1","1","0","0","14","2","1","107","0","9","54409"
"1248","Shaun Arnold","109","0","UK and I","GB","2195","4","1","1","0","0","22","4","1","67","0","9","510643"
"1249","Lucas Wallace","109","0","West","US","2818","5","1","1","43","0","7","2","1","99","1","1","314334"
"1250","Quinton Odonnell","109","0","West","US","1600","5","1","1","0","0","8","4","1","95","1","1","347299"
"1251","Yeray Andreuif","109","0","Iberia","ES","2003","18","1","2","18","0","19","3","2","215","0","9","292570"
"1252","Turgut Kavuncu","109","0","International Club","TR","2111","20","0","4","0","0","36","3","2","128","0","15","384283"
"1253","Emre Sasi","109","0","International Club","TR","2070","20","0","4","1","0","88","4","2","194","0","15","333890"
"1254","Philip van den heurck2","108","0","Benelux","BE","2254","2","1","1","8","0","1","4","1","40","0","10","564671"
"1255","Hannes Kaesteker","108","0","DE-AT-CH","DE","2091","2","1","1","2","0","1","4","1","29","0","10","452842"
"1256","Joris Mans","108","0","Benelux","BE","2288","2","1","1","0","0","3","3","1","30","0","10","127295"
"1257","Francisco Luna","108","0","Iberia","ES","2163","3","1","1","41","0","11","4","1","75","0","2","353175"
"1258","Dom Alcalde","108","0","UK and I","GB","2721","3","1","1","43","0","20","3","1","138","0","2","392428"
"1259","Kevin Homburg","108","0","DE-AT-CH","DE","2319","13","1","2","0","0","25","4","2","111","0","10","541222"
"1260","Topias Jappila","108","0","Finland","FI","2056","6","0","1","0","0","9","3","1","49","0","6","506926"
"1261","Francesco Urrata","108","0","Italy","IT","4805","9","0","1","14","0","6","1","1","59","0","4","349249"
"1262","Lorenzo Rossi","108","0","Italy","IT","2075","9","0","1","0","0","10","3","1","73","0","4","316494"
"1263","Rico Rehfeld","108","0","DE-AT-CH","DE","4598","10","0","1","0","0","1","1","1","54","0","13","249061"
"1264","Immanuel Czech","108","0","DE-AT-CH","DE","2761","10","0","1","0","0","26","2","1","108","0","19","413328"
"1265","Ricardo Argudo","108","0","Iberia","ES","1690","13","0","2","0","0","36","3","2","119","0","15","299920"
"1266","Christophe Lemaine","108","0","Benelux","BE","2593","14","0","2","0","0","8","2","2","66","1","12","277583"
"1267","Michael Willzyx","108","0","Australia/NZ","AU","1916","14","0","2","0","0","22","3","2","61","0","9","315536"
"1268","Danny Resser","108","0","Great Plains","US","1037","14","0","2","0","0","24","6","2","151","0","27","98061"
"1269","Spencer Marsh","107","0","Canada","CA","2416","3","1","1","0","0","2","3","1","43","0","10","519473"
"1270","Sean Moriarty","107","0","Texas","US","2153","3","1","1","0","0","5","3","1","55","0","10","506758"
"1271","Yuxiang Guo","107","0","Northwest","US","2121","4","1","1","0","0","22","4","1","70","0","12","434276"
"1272","Benyan Zhang","107","0","Mid-South","US","2184","4","1","1","0","0","28","3","1","101","0","12","436585"
"1273","Todd Gardner","107","0","New York","US","1399","17","1","3","0","0","26","6","3","125","0","18","409158"
"1274","Jaime Simonet","107","0","Iberia","ES","5141","8","0","1","0","0","17","1","1","66","0","7","251689"
"1275","Robert Kunkis","107","0","DE-AT-CH","DE","1788","16","0","2","3","0","23","4","2","58","0","8","364647"
"1276","Bjorn Teeninga","106","0","Benelux","NL","2254","3","1","1","1","0","7","3","1","29","0","40","336123"
"1277","Tim Hellfeier","106","0","DE-AT-CH","DE","1576","4","1","1","0","0","0","4","1","53","0","3","226289"
"1278","Christian Hengge","106","0","DE-AT-CH","DE","2064","4","1","1","3","0","5","3","1","35","0","3","133623"
"1279","Lars L Meyer","106","0","DE-AT-CH","DE","2686","5","1","1","0","0","18","4","1","75","0","5","528836"
"1280","Vegard Helland","106","0","Scandinavia","NO","1934","5","1","1","0","0","22","4","1","105","0","16","421841"
"1281","Bob Woodhouse","106","0","UK and I","GB","2613","8","0","1","0","0","4","2","1","63","0","9","365097"
"1282","Alex Robisnon","106","0","UK and I","GB","3150","8","0","1","0","0","11","2","1","66","0","9","367822"
"1283","Rory Alexander","106","0","UK and I","GB","2005","8","0","1","0","0","13","3","1","85","0","9","345758"
"1284","Jim Bourne","106","0","Benelux","NL","3251","15","0","2","0","0","20","2","2","128","0","7","385111"
"1285","Antonio Baena","106","0","Iberia","ES","2061","18","0","2","0","0","7","3","2","98","0","10","296642"
"1286","Ivan Bernabeu","106","0","Iberia","ES","3106","18","0","2","0","0","14","2","2","119","0","10","287368"
"1287","Jose Morer","106","0","Iberia","ES","2915","18","0","2","0","0","15","2","2","135","0","10","256297"
"1288","René Behr","106","0","Benelux","NL","2633","18","0","3","0","0","16","2","3","120","0","9","423546"
"1289","Gasquet Olivier","105","0","France","FR","2455","2","1","1","0","0","15","3","1","84","0","11","386454"
"1290","Pierre Pontgahet","105","0","France","FR","2234","13","1","2","0","0","25","3","1","86","0","8","426500"
"1291","Martin Hallinan","105","0","Australia/NZ","AU","2280","7","0","1","0","0","9","2","1","27","0","14","235611"
"1292","Villadier Jonathan","105","0","France","FR","2353","7","0","1","0","0","29","3","1","80","0","8","380380"
"1293","Martin Brandborg","105","0","Scandinavia","DK","2953","8","0","1","0","0","31","2","1","107","0","4","90635"
"1294","Martin Senyszyn","105","0","DE-AT-CH","DE","4312","10","0","1","0","0","26","1","1","64","0","16","344273"
"1295","Alvise Ciotti","105","0","Italy","IT","2493","11","0","1","0","0","6","2","1","38","0","6","363780"
"1296","Philipp Maier","105","0","DE-AT-CH","DE","4050","11","0","2","0","0","43","1","2","163","0","9","426900"
"1297","Cedric Denis","105","0","France","FR","2010","13","0","2","0","0","72","3","2","194","0","18","312111"
"1298","Maurice Jones","105","0","Virginias","US","1782","17","0","2","0","0","15","4","2","83","0","16","424038"
"1299","Andy Kraemer","105","0","DE-AT-CH","DE","3481","17","0","3","13","0","39","2","3","173","1","8","427922"
"1300","Thomas Stam","105","0","Benelux","NL","2029","19","0","3","0","0","32","4","3","97","0","18","425129"
"1301","Oli Marler","105","0","UK and I","GB","2518","19","0","3","0","0","39","5","3","146","0","18","185767"
"1302","Vincenzo Taormina","104","0","Pennsylvania","US","3689","11","0","1","0","0","21","1","1","112","0","14","255734"
"1303","Thomas avanzini","104","0","Italy","IT","2664","11","0","1","0","0","37","2","1","94","0","14","181749"
"1304","Brandon D James","104","0","International Club","IL","5104","12","0","1","0","0","27","1","1","67","0","20","103600"
"1305","Dorian Tabachnick","104","0","International Club","IL","3770","12","0","1","0","0","33","2","1","138","0","20","360007"
"1306","Léo Vergnaud","104","0","France","FR","2275","15","0","2","0","0","38","4","2","163","1","5","414521"
"1307","Nathan Barndt","103","0","Atlantic","US","1619","4","1","1","0","0","7","3","1","36","0","19","289178"
"1308","Michael Olson2","103","0","Atlantic","US","1856","4","1","1","0","0","11","3","1","63","0","19","330460"
"1309","Niklas Winkemann","103","0","DE-AT-CH","DE","2288","6","0","1","0","0","3","2","1","111","0","22","395366"
"1310","Viktor Siedlik","103","0","DE-AT-CH","DE","1859","6","0","1","0","0","3","4","1","82","0","22","422805"
"1311","Sergey Soldatov","103","0","Central-Eastern Europe","RU","2223","15","0","2","0","0","23","3","2","163","0","4","47635"
"1312","Dmitry Ivanov","103","0","Central-Eastern Europe","RU","2530","15","0","2","0","0","49","3","2","221","0","4","252739"
"1313","Hasse Rømer","103","0","Scandinavia","DK","2400","16","0","2","0","0","10","3","2","92","0","6","380505"
"1314","Carlos Martinez4","102","0","Iberia","ES","1482","9","1","2","0","0","31","7","2","159","0","5","565283"
"1315","Juan Sánchez2","102","0","Iberia","ES","1786","9","1","2","0","0","46","3","2","204","0","5","462794"
"1316","Paul Scott2","102","0","UK and I","GB","2046","6","0","1","0","0","1","3","1","48","0","12","368055"
"1317","Gareth Williams7","102","0","UK and I","GB","2294","6","0","1","0","0","10","3","1","51","0","12","436196"
"1318","Maria Dolezal","102","0","Central-Eastern Europe","CZ","1017","6","0","1","0","0","11","4","1","76","0","23","346231"
"1319","Bram van Essen2","102","0","Benelux","NL","3446","8","0","1","0","0","8","2","1","102","0","9","378705"
"1320","Ahmed Ghareeb","102","0","Asia","AE","5628","8","0","1","0","0","9","1","1","92","0","9","384315"
"1321","David Jimenez2","102","0","Iberia","ES","2833","10","0","1","0","0","10","2","1","48","0","7","384842"
"1322","Benjamin Erdmann","102","0","DE-AT-CH","DE","4742","10","0","1","0","0","19","1","1","61","0","15","270691"
"1323","Fabio Sahl","102","0","DE-AT-CH","DE","3485","12","0","1","0","0","13","1","1","88","0","21","250019"
"1324","Corne Borchers","101","0","Benelux","NL","2733","1","1","1","94","1","11","3","1","107","0","2","354273"
"1325","James A Pearce","101","0","Mid-South","US","2214","4","1","1","4","0","15","4","1","25","0","8","178320"
"1326","Norbert Vanyo","101","0","Central-Eastern Europe","SK","1935","5","1","1","0","0","3","2","1","36","0","11","404415"
"1327","Magnus Danielsson2","101","0","Scandinavia","SE","2148","5","1","1","0","0","24","3","1","120","0","8","339767"
"1328","Niklas Schöttle","101","0","DE-AT-CH","DE","1779","6","0","1","0","0","1","4","1","59","0","12","373620"
"1329","Phil Schlupp","101","0","DE-AT-CH","DE","1692","6","0","1","0","0","3","3","1","39","0","12","499735"
"1330","LORANT Sebastien","101","0","France","FR","2043","7","0","1","0","0","6","4","1","53","0","16","433609"
"1331","Adrián Falcon","101","0","Iberia","ES","5502","8","0","1","0","0","3","1","1","27","0","4","397976"
"1332","Henry Robert","101","0","France","FR","3441","9","0","1","0","0","21","2","1","68","0","15","55884"
"1333","Adrien Cordero","101","0","France","FR","2916","9","0","1","0","0","27","3","1","101","0","15","309866"
"1334","Loic Guerin","101","0","France","FR","3025","10","0","1","0","0","6","2","1","36","0","8","263544"
"1335","Julien Chaserant","101","0","France","FR","2579","13","0","2","0","0","13","2","1","105","0","11","247898"
"1336","Harry Wills","101","0","UK and I","GB","3285","15","0","3","0","0","69","3","2","165","0","14","247276"
"1337","Alex Bradley","101","0","Indiana","US","1232","19","0","2","0","0","34","6","2","63","0","30","439036"
"1338","Isaac Smith2","101","0","Indiana","US","2333","24","0","3","0","0","24","3","3","144","0","31","347767"
"1339","Nicholas Woloshin","101","0","Indiana","US","1638","24","0","3","0","0","39","4","3","191","0","31","348136"
"1340","Doléac Yannis","101","0","France","FR","2173","25","0","2","19","0","15","3","2","105","0","31","506641"
"1341","Jérémy Verdun","101","0","France","FR","1455","25","0","2","0","0","33","5","2","65","0","31","423625"
"1342","Kevin Roelandt","100","0","Benelux","NL","2225","3","1","1","0","0","3","3","1","62","0","13","413539"
"1343","Dany Sahbi","100","0","Iberia","ES","2959","5","1","1","0","0","8","2","1","98","0","7","297414"
"1344","Omar F Robledo","100","0","Iberia","ES","2133","5","1","1","0","0","17","3","1","72","0","7","200636"
"1345","Alessio Bernardini","100","0","Italy","IT","5135","11","0","1","0","0","20","1","1","42","0","2","443123"
"1346","Michael Pattberg","100","0","DE-AT-CH","DE","744","20","0","2","0","0","31","8","2","131","0","22","144628"
"1347","Santiago Deprez Zapatero","100","0","Iberia","ES","1507","23","0","2","0","0","51","4","2","167","0","34","350566"
"1348","Daniel Parras","99","0","UK and I","GB","1292","3","1","1","1","0","2","4","1","35","0","2","349972"
"1349","Carlos Puig3","99","0","Iberia","ES","2561","3","1","1","47","0","6","2","1","105","0","2","256289"
"1350","Manuel Rivero","99","0","Iberia","ES","1868","3","1","1","4","0","6","3","1","53","0","2","314574"
"1351","Ales Kanak","99","0","Central-Eastern Europe","CZ","1842","3","1","1","0","0","12","3","1","84","0","3","225638"
"1352","Josef Vaculcik","99","0","Central-Eastern Europe","CZ","2340","3","1","1","0","0","21","2","1","86","0","3","16690"
"1353","Damy Bejarano","99","0","Hispanoamérica","AR","1425","4","1","1","49","0","30","5","1","70","1","1","418465"
"1354","Mickaël BOUTRUCHE","99","0","France","FR","1213","6","0","1","0","0","11","8","1","36","0","12","520372"
"1355","Romainn Foulon","99","0","France","FR","2107","6","0","1","0","0","19","3","1","63","0","12","505898"
"1356","Niko Jarva","99","0","Finland","FI","2697","7","0","1","0","0","7","3","1","34","0","5","491699"
"1357","Mikko Mäkelä","99","0","Finland","FI","2474","7","0","1","0","0","10","3","1","54","0","5","457576"
"1358","Jyri Wikström","99","0","Finland","FI","2035","7","0","1","0","0","12","4","1","81","0","5","267850"
"1359","Daniel Lema","99","0","Iberia","US","1745","8","0","1","0","0","16","4","1","81","0","13","355744"
"1360","Juan Carlos Freijo","99","0","Iberia","MX","2491","8","0","1","0","0","28","2","1","111","0","13","347492"
"1361","A J Burton","99","0","UK and I","GB","2745","15","0","3","0","0","5","2","2","73","0","9","114220"
"1362","Oliver Aranda Gomez","99","0","Iberia","ES","1459","19","0","3","0","0","17","4","3","118","0","22","542272"
"1363","Raul Vega Rivera","99","0","Iberia","ES","1520","19","0","3","0","0","58","6","3","187","0","22","549555"
"1364","Jan W Vollmers","98","0","DE-AT-CH","DE","4206","8","0","1","0","0","1","1","1","55","0","5","388728"
"1365","Emiel Groot","98","0","Benelux","NL","2534","8","0","1","0","0","7","3","1","36","0","9","443674"
"1366","Gabriel Berger","98","0","UK and I","GB","2000","8","0","1","0","0","7","3","1","35","0","9","477630"
"1367","Nils Hundehege","98","0","DE-AT-CH","DE","2563","8","0","1","0","0","8","2","1","44","0","5","243424"
"1368","Marco Ruhland","98","0","DE-AT-CH","DE","1544","8","0","1","0","0","8","6","1","27","0","9","409230"
"1369","Peter J Hutchings","98","0","Mid-South","US","2033","8","0","1","0","0","14","3","1","50","0","11","395909"
"1370","Sebastian Bosher-Williams","98","0","UK and I","GB","3269","9","0","1","0","0","9","2","1","77","0","15","293880"
"1371","Wenyuan Wang","98","0","Michigan","US","2412","9","0","1","0","0","14","2","1","48","0","19","310830"
"1372","Andrew Archer","98","0","Australia/NZ","AU","2502","9","0","1","0","0","16","3","1","75","0","15","146920"
"1373","Bradley Beamon","98","0","Carolina","US","1428","11","0","2","0","0","16","6","2","119","0","19","41639"
"1374","Bruce Hall","98","0","Northwest","US","1260","19","0","2","0","0","14","5","2","99","0","13","165407"
"1375","George Copper","98","0","Northwest","US","1632","19","0","2","0","0","14","4","2","125","0","13","390795"
"1376","Alxander Spetz","98","0","Scandinavia","SE","3926","19","0","4","20","0","115","4","2","254","0","19","548968"
"1377","Daniel Cockburn","97","0","UK and I","GB","1631","5","1","1","0","0","5","3","1","44","0","9","356556"
"1378","Nico Mendez","97","0","Australia/NZ","AU","3019","8","0","1","0","0","4","4","1","44","0","15","535859"
"1379","Robbie Graham","97","0","Australia/NZ","AU","1966","8","0","1","0","0","12","4","1","53","0","15","418466"
"1380","Phil Baldwin","97","0","UK and I","GB","3367","9","0","1","0","0","27","2","1","115","0","17","332748"
"1381","Roberto Barbu","96","0","Central-Eastern Europe","RO","3498","7","0","1","0","0","0","2","1","76","0","21","504386"
"1382","Bruno Alexis Ferrante","96","0","Hispanoamérica","AR","1655","7","0","1","0","0","9","4","1","76","0","13","309397"
"1383","Christopher Barker","96","0","UK and I","GB","2134","7","0","1","0","0","29","5","1","107","0","8","272592"
"1384","Max Smaltino","96","0","Hispanoamérica","AR","2247","7","0","1","0","0","38","2","1","108","0","13","315708"
