"position","name","points","dropped","clubname","countrycode","irating","avgfinish","topfive","starts","lapslead","wins","incidents","division","weekscounted","laps","poles","avgstart","custid"
"832","Florian Walk","162","0","DE-AT-CH","DE","3444","8","1","2","0","0","35","2","1","151","0","15","415962"
"833","Malachi E Bakas","162","0","UK and I","GB","2434","15","1","3","0","0","13","2","3","45","0","17","294168"
"834","Karl Townsend","162","0","UK and I","GB","2691","13","0","3","8","0","37","2","3","188","0","9","296994"
"835","Marcos Bernardi","162","0","Brazil","US","1763","14","0","3","0","0","70","3","3","172","0","22","73400"
"836","Clemens Schmid2","162","0","DE-AT-CH","AT","2553","14","0","3","0","0","86","3","3","236","0","9","517316"
"837","Wayne Drury","161","0","UK and I","GB","2292","5","1","2","45","1","18","2","1","108","1","3","319956"
"838","Romain Pelissier","161","0","France","FR","3131","2","1","1","0","0","16","2","1","76","0","22","284959"
"839","Alejandro Avín Ruisánchez","161","0","Iberia","ES","4307","5","1","1","0","0","11","3","1","54","0","10","542120"
"840","Drew Williams","161","0","Northwest","US","1026","17","1","5","0","0","84","6","2","243","0","17","449758"
"841","Kamal Hashimee","161","0","Virginias","US","1935","17","1","5","0","0","101","4","2","266","0","17","449149"
"842","Alex Rodríguez Dlt","161","0","Iberia","ES","2538","12","0","2","0","0","7","3","2","88","0","11","352779"
"843","David González2","161","0","Iberia","ES","2834","12","0","2","0","0","11","2","2","95","0","11","381070"
"844","Arnaud Bourblanc","161","0","France","FR","2420","12","0","2","0","0","13","3","2","132","0","8","405993"
"845","Xavi Orte Alonso","161","0","Iberia","ES","3749","12","0","2","1","0","16","2","2","80","0","11","360995"
"846","Daniel E Smith","161","0","Florida","US","2366","18","0","4","0","0","34","3","4","185","0","9","388498"
"847","Robert Abrams","161","0","Michigan","US","2313","18","0","4","0","0","59","2","4","212","0","9","428591"
"848","Stephane Curto","160","0","France","FR","1482","6","1","2","0","0","77","7","2","159","0","8","561969"
"849","Florian Büscher","160","0","DE-AT-CH","DE","2777","17","1","4","2","0","29","2","4","179","0","6","225410"
"850","Sebastian Ebbers","160","0","DE-AT-CH","DE","1402","17","1","4","0","0","40","4","4","141","0","6","317780"
"851","Shogo Nishiguchi","159","0","Japan","JP","5803","5","1","1","0","0","0","1","1","27","0","10","262350"
"852","Sho Kanetake","159","0","Japan","JP","2887","5","1","1","0","0","2","3","1","19","0","10","314296"
"853","Hayata Asaga","159","0","Japan","JP","5089","5","1","1","0","0","3","1","1","27","0","10","223954"
"854","Hibiki Yamashita","159","0","Japan","JP","4268","5","1","1","0","0","5","1","1","27","0","10","195427"
"855","Dylan Bossaert","159","0","Benelux","BE","1865","10","1","2","1","0","17","3","2","202","0","8","408609"
"856","Loris Bonu","159","0","France","FR","1720","12","1","3","2","0","47","5","2","148","0","9","522966"
"857","Kim Sören Strohmann","159","0","DE-AT-CH","DE","3103","11","0","2","7","0","30","2","2","146","0","7","65742"
"858","Felix Kandt","159","0","DE-AT-CH","DE","1520","11","0","2","0","0","51","5","2","154","0","7","361386"
"859","Jake Southcombe2","158","0","UK and I","GB","1842","4","2","2","2","0","20","4","2","112","0","13","502041"
"860","Thomas Brömel","158","0","DE-AT-CH","DE","2503","2","1","1","37","0","14","2","1","54","1","1","106241"
"861","Shinji Ozama","158","0","Japan","JP","2626","11","0","2","0","0","0","3","2","57","0","3","251022"
"862","Kenta Tanaka","158","0","Japan","JP","2690","11","0","2","0","0","2","2","2","54","0","3","309440"
"863","Pierre Schou","157","0","Scandinavia","DK","1834","7","1","2","0","1","13","5","2","111","0","12","439695"
"864","John Halliwell","157","0","UK and I","GB","3067","4","2","2","2","0","65","2","1","215","0","20","341530"
"865","Daan Aalpoel","157","0","Benelux","NL","3226","3","1","1","0","0","11","2","1","112","0","18","141667"
"866","Antonino Garcia","157","0","Hispanoamérica","AR","4752","5","1","1","0","0","11","1","1","86","0","12","267985"
"867","Gonzalo Camara","157","0","Iberia","ES","3977","5","1","1","0","0","14","1","1","66","0","12","57958"
"868","Miguel Vila","157","0","Iberia","ES","3131","5","1","1","0","0","17","1","1","63","0","12","242307"
"869","Nicolas Marenel","157","0","France","FR","2373","13","1","2","0","0","18","3","1","94","1","2","542793"
"870","Marlon Mordan","157","0","France","FR","4179","13","1","2","0","0","63","1","1","159","1","2","354889"
"871","Danilo Piazza","157","0","Italy","IT","4391","7","0","1","0","0","3","1","1","56","0","14","20922"
"872","Eric Beraud","157","0","France","FR","2317","12","0","2","0","0","14","3","2","76","0","24","294377"
"873","Max Lorente","157","0","Iberia","ES","2007","16","0","4","0","0","132","5","3","239","0","14","423590"
"874","Ivan Enrique Pla","157","0","Iberia","ES","1715","17","0","3","0","0","55","4","3","169","0","18","546617"
"875","Cyril Deforge","156","0","France","FR","4929","3","1","1","0","0","23","1","1","88","0","2","313425"
"876","Dennis   van Beelen","156","0","Benelux","NL","3028","4","1","1","0","0","2","2","1","57","0","5","300656"
"877","Nils Corr","156","0","DE-AT-CH","DE","3813","4","1","1","0","0","5","1","1","43","0","5","366403"
"878","Emil Stanciu","156","0","Central-Eastern Europe","RO","4213","12","0","2","0","0","5","1","2","52","0","11","254704"
"879","Dan Dracea","156","0","Central-Eastern Europe","RO","3962","12","0","2","0","0","11","1","2","88","0","11","280504"
"880","Vincent van Kuyck","155","0","Benelux","NL","1953","12","1","2","1","0","5","3","2","131","0","11","334991"
"881","Sherwin van der Sloot","155","0","Benelux","NL","2789","14","1","3","0","0","24","2","3","142","0","12","211591"
"882","Raymon Scheffers","154","0","Benelux","NL","3373","3","1","1","1","0","28","2","1","96","0","8","469355"
"883","Michael Edens","154","0","UK and I","GB","3870","4","1","1","1","0","16","1","1","105","0","22","259083"
"884","Victor Jaouen","154","0","France","FR","3221","12","1","2","1","0","33","2","2","127","0","5","236050"
"885","Daniel Haynes","154","0","UK and I","ZA","2152","22","0","4","0","0","18","3","4","122","0","16","349969"
"886","Isaac Barclay2","153","0","UK and I","GB","2530","1","1","1","7","1","15","4","1","85","0","12","346119"
"887","Martin H S Jacobson","153","0","Scandinavia","SE","1628","21","1","4","1","1","45","3","4","163","0","15","207688"
"888","Matthew Saunders2","153","0","UK and I","GB","2452","21","1","4","12","1","51","3","4","214","0","15","280446"
"889","Jorn Westeneng2","153","0","Benelux","NL","2530","12","0","2","0","0","11","2","2","178","0","24","343195"
"890","Niek Klein Kromhof","153","0","Benelux","NL","2215","12","0","2","0","0","18","3","2","130","0","24","358205"
"891","Emil Nunez Engelsted","152","0","Scandinavia","DK","2651","2","1","1","39","0","16","3","1","133","0","15","275895"
"892","Ruelle Franck","152","0","France","FR","2340","9","1","3","0","0","51","2","2","159","0","11","301335"
"893","Ben Bishop","152","0","UK and I","GB","4255","6","0","1","0","0","12","2","1","31","0","10","464477"
"894","Mathieu Gauthier-Thornton","152","0","UK and I","GB","4038","6","0","1","0","0","14","2","1","68","0","10","294208"
"895","Thomas King6","152","0","UK and I","GB","4978","6","0","1","0","0","18","2","1","71","0","10","451885"
"896","Tim Brzeske","151","0","DE-AT-CH","DE","3076","1","1","1","17","1","16","2","1","54","0","3","350981"
"897","Leon Koehler","151","0","DE-AT-CH","DE","2285","1","1","1","41","1","41","3","1","116","0","3","428812"
"898","Stephen Bull","151","0","Australia/NZ","AU","2700","11","1","2","0","0","5","3","2","73","0","11","244350"
"899","Jarrod Bailey","151","0","Australia/NZ","AU","2732","11","1","2","0","0","11","4","2","65","0","11","374582"
"900","Richard Styles","151","0","New York","US","2572","12","1","2","0","0","16","3","2","92","0","15","246709"
"901","Jack Wells2","151","0","UK and I","GB","2837","12","1","2","0","0","46","2","2","125","0","15","288634"
"902","Stephen Neice","151","0","Florida","US","2450","14","1","2","0","0","35","3","2","117","0","9","561624"
"903","Przemyslaw Dubowski","151","0","Central-Eastern Europe","PL","1969","19","1","3","0","0","74","3","3","237","0","13","488427"
"904","Erik Tetas Osuna","151","0","Iberia","ES","5134","6","0","1","0","0","5","1","1","49","0","9","423930"
"905","Eric Molinatti","151","0","California Club","US","2535","13","0","2","0","0","11","3","2","57","0","10","477960"
"906","Juan C Ramos","150","0","Iberia","ES","2063","7","1","2","26","1","78","3","2","223","0","16","355578"
"907","Borja Chisbert Vilches","150","0","Iberia","ES","1753","12","1","3","12","1","58","3","2","234","0","13","363470"
"908","Erik K Luke","150","0","Florida","US","1642","9","1","2","0","0","23","4","2","63","0","14","434606"
"909","Sam Helsen","150","0","Benelux","BE","2194","11","1","3","0","0","77","3","2","264","0","10","341585"
"910","Adrien Le Floch ","150","0","France","FR","3004","15","1","3","7","0","24","2","2","129","0","7","474837"
"911","Dan Houdayer","150","0","France","FR","1685","15","1","3","9","0","28","3","2","101","0","7","327207"
"912","David Ennis","150","0","UK and I","GB","1462","30","1","4","14","0","31","5","4","151","0","11","74171"
"913","Fabrice Dreveton","150","0","France","FR","1894","11","0","2","0","0","26","3","2","134","0","17","225863"
"914","Ludovic Pierson","150","0","France","FR","1873","11","0","2","0","0","27","3","2","78","0","17","443191"
"915","William Patrick2","150","0","France","FR","2119","11","0","2","0","0","28","3","2","165","0","17","354243"
"916","Adrian Michau","150","0","France","FR","2082","14","0","3","0","0","27","5","3","127","0","19","361206"
"917","Travis Henderson","149","0","California Club","US","2131","1","1","1","1","1","3","3","1","30","0","8","68343"
"918","Dawson Brock","149","0","Midwest","US","2755","1","1","1","12","1","4","3","1","70","0","8","161911"
"919","Wiebe Nijkamp","149","0","Benelux","NL","3124","2","1","1","14","0","12","2","1","73","0","6","429273"
"920","Julien Schaffo","149","0","DE-AT-CH","CH","2588","3","1","1","0","0","13","2","1","84","0","10","255335"
"921","Benjamin Doerner","149","0","DE-AT-CH","DE","3064","3","1","1","0","0","14","2","1","131","0","10","318598"
"922","Jan Körbs","149","0","DE-AT-CH","DE","4875","4","1","1","0","0","4","2","1","63","0","10","289340"
"923","Declan Eady","149","0","Canada","CA","2979","6","0","1","0","0","14","2","1","36","0","15","324105"
"924","Ignacio Hortal","149","0","Hispanoamérica","CL","3145","6","0","1","0","0","16","2","1","53","0","15","283615"
"925","Nathan Blok2","149","0","Canada","CA","4308","6","0","1","0","0","22","2","1","83","0","15","194990"
"926","Sammy Loeb","148","0","Benelux","LU","2401","3","1","1","0","0","9","4","1","84","0","12","269556"
"927","Trav Mason","148","0","Australia/NZ","AU","1194","10","1","3","9","0","76","5","3","119","1","4","457583"
"928","Max wolf2","148","0","Benelux","NL","2347","11","1","2","32","0","10","3","2","83","0","13","424003"
"929","Francisco C Torres","148","0","Iberia","PT","2385","16","1","3","14","0","22","3","3","101","0","16","449451"
"930","Péter Balassa","148","0","Central-Eastern Europe","HU","3772","6","0","1","0","0","7","1","1","30","0","8","183567"
"931","Julien Tripon","148","0","France","FR","1532","19","0","4","0","0","60","4","4","167","0","10","407243"
"932","Peter VANTZAND","148","0","Benelux","NL","1852","19","0","4","0","0","93","3","2","294","1","22","461806"
"933","Dominik Sawicki","147","0","Central-Eastern Europe","PL","2883","4","1","1","0","0","10","2","1","49","0","3","160291"
"934","Przemyslaw Marek Lemanek","147","0","Central-Eastern Europe","PL","7026","4","1","1","0","0","43","1","1","109","0","3","423528"
"935","Mateusz D?bczuk","147","0","Central-Eastern Europe","PL","2228","6","1","2","0","0","28","3","1","151","0","4","403160"
"936","Moritz Franzen","147","0","DE-AT-CH","DE","2049","9","1","2","0","0","12","5","2","139","0","14","508831"
"937","Seth Moore","147","0","Florida","US","2351","9","1","2","0","0","13","3","2","107","0","14","470559"
"938","Maxime Voisin","147","0","France","FR","2341","9","1","2","0","0","28","2","2","161","0","15","289776"
"939","Thomas Sabourin","147","0","France","FR","3192","14","1","2","0","0","20","2","2","38","0","15","346460"
"940","Nenad Ivanovic","147","0","DE-AT-CH","AT","2428","14","1","3","1","0","36","3","3","206","0","14","250707"
"941","Brendan Lichtenberg","147","0","Midwest","US","3412","12","0","3","0","0","30","2","3","131","0","8","93858"
"942","Kean van den Berg","147","0","Benelux","NL","1763","16","0","4","0","0","31","3","3","187","0","14","373850"
"943","JPW Ringwood","146","0","UK and I","GB","2367","13","1","2","70","1","15","2","1","80","0","3","81787"
"944","Daniël van Drunen2","146","0","Benelux","NL","1690","11","1","2","0","0","40","4","2","183","0","9","451202"
"945","Stef Miggels","146","0","Benelux","NL","2090","11","1","2","0","0","55","3","2","186","0","9","381126"
"946","Miguel de los Rios","146","0","International Club","PE","2815","13","1","2","0","0","20","2","1","158","0","7","189296"
"947","Jeroen Messink","146","0","Benelux","NL","2523","14","1","2","5","0","12","2","2","96","0","6","156907"
"948","Maik Messink","146","0","Benelux","NL","2624","14","1","2","34","0","27","2","2","117","0","6","407164"
"949","Chris Colantonio","146","0","Canada","CA","1502","8","0","2","0","0","17","5","2","92","0","20","398479"
"950","Andy Tokley","146","0","UK and I","GB","2847","10","0","2","9","0","8","2","2","101","0","5","358502"
"951","Daniel Pennells","146","0","UK and I","GB","1575","10","0","2","0","0","33","6","2","83","0","5","505661"
"952","Jonny Balshaw","146","0","UK and I","GB","1930","10","0","2","0","0","37","6","2","126","0","5","483562"
"953","Mitch Davis","146","0","Australia/NZ","AU","830","19","0","3","0","0","78","9","3","180","0","15","387112"
"954","Tyler Beamon","145","0","Ohio","US","960","5","1","2","29","1","25","5","2","141","0","13","435986"
"955","Francisco Barrionuevo","144","0","Iberia","ES","2150","4","2","2","0","0","33","4","1","133","0","8","501688"
"956","Casey D Metzger","144","0","Florida","US","2162","11","1","2","0","0","18","5","2","66","0","8","225294"
"957","Matthias Riedel","144","0","DE-AT-CH","DE","1618","14","1","2","1","0","20","4","2","129","0","23","229986"
"958","Marie Hruschka","144","0","DE-AT-CH","AT","4880","8","0","1","0","0","0","1","1","45","0","10","219081"
"959","Thomas DARABASZ2","144","0","France","FR","2729","12","0","2","0","0","66","3","2","200","0","8","361994"
"960","Ond?ej Karásek","144","0","Central-Eastern Europe","CZ","2477","13","0","2","0","0","53","2","2","200","0","13","377880"
"961","Stefan Waldherr","143","0","DE-AT-CH","DE","3321","5","1","1","0","0","1","2","1","36","0","11","111737"
"962","Jan-Philipp Wied","143","0","DE-AT-CH","DE","2979","5","1","1","0","0","4","2","1","37","0","11","62001"
"963","Joel Fuentes Revell","143","0","Benelux","BE","2401","14","0","2","0","0","17","3","2","128","0","20","308499"
"964","Jeremy Granger","143","0","France","FR","3785","14","0","2","0","0","28","2","2","147","0","20","378747"
"965","Gonzalo Ibanez","142","0","Hispanoamérica","AR","2232","12","0","2","0","0","24","3","2","174","0","21","468696"
"966","Ignacio Herrera","142","0","Hispanoamérica","AR","2113","12","0","2","0","0","56","4","2","201","0","21","543391"
"967","Arkaitz Saez","142","0","Iberia","ES","2614","13","0","2","0","0","48","3","2","209","0","12","360727"
"968","Iñigo Bea","142","0","Iberia","ES","2819","15","0","3","0","0","58","2","2","206","0","11","222806"
